"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"109","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tpsb (OK) South Island, New Zealand MLv 3.2 2016/10/05 23:20:48 https://t.co/FpQ1Ky5v6Y https://t.co/BPrd3Kcy3r",FALSE,0,NA,2016-10-06 00:24:08,FALSE,NA,"783825129889419265",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"110","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tppu (OK) SE of Loyalty Islands mb 4.7 2016/10/05 22:11:38 https://t.co/G1piYA8cQi https://t.co/lFbnZhE8yx",FALSE,0,NA,2016-10-06 00:20:18,FALSE,NA,"783824164515753984",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"111","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tpof (OK) Banda Sea mb 4.8 2016/10/05 21:24:15 https://t.co/7BzURYoa7R https://t.co/AJECNf5f4e",FALSE,0,NA,2016-10-06 00:17:10,FALSE,NA,"783823378616418305",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"112","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tpmp (OK) East of North Island, N.Z. MLv 4.9 2016/10/05 20:34:28 https://t.co/KTeImCpV6X https://t.co/xCy5S8kkiD",FALSE,0,NA,2016-10-06 00:14:30,FALSE,NA,"783822704826650624",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"113","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tphv (OK) Off E. Coast of N. Is., NZ MLv 4.3 2016/10/05 18:10:26 https://t.co/v4iVKoHjOR https://t.co/uqUABw0dKH",FALSE,0,NA,2016-10-06 00:08:40,FALSE,NA,"783821239223672832",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"114","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tpbp (OK) Fiji Islands Region mb 4.5 2016/10/05 15:02:12 https://t.co/0rXtvxY2Pi https://t.co/hrSsSOHGaf",FALSE,0,NA,2016-10-05 23:53:28,FALSE,NA,"783817414551011328",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"115","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tolt (OK) South of Aleutian Islands mb 5.0 2016/10/05 07:00:26 https://t.co/AQ1g93sIv3 https://t.co/hkgESHdIsF",FALSE,0,NA,2016-10-05 23:21:09,FALSE,NA,"783809278326939648",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"116","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tolq (OK) South Island, New Zealand MLv 5.0 2016/10/05 06:57:24 https://t.co/HO1U9lHOnR https://t.co/bGupzQzNer",FALSE,0,NA,2016-10-05 23:19:09,FALSE,NA,"783808778542063617",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"117","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tolp (OK) Banda Sea mb 4.2 2016/10/05 06:56:29 https://t.co/HvIdhJXII1 https://t.co/YtzVDhuScp",FALSE,0,NA,2016-10-05 23:15:29,FALSE,NA,"783807851982491648",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
"118","#earthquake #<U+C9C0><U+C9C4> #<U+5730><U+9707> ird2016tppu (tmp) SE of Loyalty Islands MLv 4.9 2016/10/05 22:11:38 https://t.co/G1piYA8cQi https://t.co/EbhzEyrE44",FALSE,0,NA,2016-10-05 22:18:37,FALSE,NA,"783793542619553796",NA,"<a href=""http://www.seisme.nc"" rel=""nofollow"">Twurl2</a>","NCseismicobserv",0,FALSE,FALSE,NA,NA
